,Unnamed: 0,Title,Company,Location,Snippet,Job Url,Salary,Seniority
53,53, OPERATIONS MANAGER,Kings Group of Companies,Makati,"Shall oversee day to day operations of people (admin staff, sales agent) assigned in different locations.With very high problem solving skills.",https://ph.indeed.com/company/ZC-KINGS-MANPOWER-AND-JANITORIAL-SERVICES/jobs/Operation-Manager-226e760663ee60f8?fccid=e5f00a47d48ee91d&vjs=3,"PHP 50,000 - PHP 55,000 a month",middle_level
56,56, Restaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month",middle_level
57,57, Operations Manager (Temporary work from home set-up until fu...,JK Network Services,Remote,Atleast 3 years of experience as Ops Manager/Assistant Manager.Amenable to work onsite and WFH set-up.Advertising experience is a plus.,https://ph.indeed.com/company/JK-Network-Services/jobs/Operation-Manager-5c1ee6e67f3c14d8?fccid=62bd09cb34df5ce3&vjs=3,"PHP 70,000 - PHP 80,000 a month",senior_level
58,58, Human Resources Manager,GrowthAssistant,Remote,"This position is hand-on and will build and oversee the Human Resources function, owning the end-to-end GrowthAssistant (GA) and internal team member experience…",https://ph.indeed.com/company/GrowthAssistant/jobs/Human-Resource-Manager-0312f9feb3ccda3d?fccid=bc27547eac27f7b0&vjs=3,"PHP 50,000 - PHP 80,000 a month",junior_level
59,59, Area Sales Manager for Metro Manila,"Gandang Kalikasan, Inc. (Human Nature)",Remote,"Responsible for managing an assigned portfolio of branches within the specific area of Metro Manila, with the objective of achieving Field Plan targets (such as…","https://ph.indeed.com/company/Gandang-Kalikasan,-Inc.-(Human-Nature)/jobs/Area-Sales-Manager-Metro-Manila-2e6c5bc3b104d6de?fccid=9045ecc1e392ae5f&vjs=3","PHP 45,000 a month",middle_level
60,60,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kWCcTiuJPivJKjFtoOt1i6ManCg9XrScTfIbddrHCUNg0l9RMNG9jg7S2goOchRB1wDUO2LOtHcXLfiWQJFNDA1tdlsZEK2iKpDETM5ZmSh4NGiDj22K16ZAiiCfg7dI1W1GG5-Z3zrty2xAcbk_Z_rtQJydfWGz6xSgWHde3Z7guOHwxRQaqcw6trbNguqEB9cHiJtZSNtjeLrcSMF7GUl6gxAKHF_oMGQ7myW9rXplkUsKx7mWtY03Y8Eo-iUhj3Gpfb5AonhyA8fsJfvBIp9WFBl00Q6PZipTqlcVF89I=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level
61,61, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3twRfaKVXHfJ-TEa4xW907jG70wA-RAb5LEi9BN1tCZmfDXv3vq6OF1NbLUhtBEOyYLDTFmS91WFwrKlKv719hIibkjeC1IZ7zdY5oSG5tj8RuiloyT4oTBtIOhC2WKWP3E9hQy7bc_MSAYUIDiXpZLSmr3xG_OU40be_hUHJMb-aElHPT-nPfn_wG_itzT1zdj_tiS9pXkP_nPG7TRrOXSErDwLzeTcZY64MOCcerniYmvSFF-qJbR0KWYgJaGf4V9kVxqxYViYtsOeAc8pOSpHkuNfteIXt7Hu5xyZW90t0=&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level
62,62, HR Manager,pro group electric bike and scooer,Makati,"Develop and implement HR strategies and initiatives aligned with the overall business strategy.Bridge management and employee relations by addressing demands,…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DrTLwo4BEZ61idMT5iWx7bv10aHPb5f3LgySyddVzyWGBBVhK68pHVzYNTqe2PO8dpsDylIEsqxE5R4t3AmRB7UshjzuTrsEpYCBWZLY4ZGHWksAsfUjYsy0lBAqISzY09hav3dwyGsM4UrEAqz1LRHddgXtXJpRveEj7TtxAt22UZqh984SrVZu5WMVHjZN4jO6qOORjy3Rx8M-XTKYU4aszlS7y0eq1lBJ0e7OaxbPqDdS4T2vt2SwPJiImzPM7chL4WN9iiXjAZ74cRHV2GCB4Irzmjebeam38TQf7s96GzHNumnfrffQvnkcjET19CekiUxu3XxokIQPoHPuQCvvUeWeyIBRwJWwKAEn30MDG-GSg39R2UuttWZDAy7gZU24dIhrx771sJY5S2F2rmuhXvb9fiuo-zbHQ8GTjHkKCy4BksK8bFfvjiYnHqxVakqK9NXANcCa-7VbctruNSc-HwE3L3crk=&p=2&fvj=1&vjs=3,"PHP 40,000 - PHP 55,000 a month",middle_level
63,63, Operations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month",middle_level
64,64,Area Manager (Food and Beverages),Making Fine Beverages Corporation - TIGER SUGAR PH,Manila,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are compliant with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-faa1d09beb30176c?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 - PHP 28,000 a month",middle_level
65,65,Restaurant Manager,Landers Central,Alabang,"Monitors and analyzes sales and performance report.Responsible in achieving target sales and profitability of the restaurant.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Seafood-City/jobs/Restaurant-Manager-bc94ba58f93361c1?fccid=0780ae8b7adf26f3&vjs=3,"PHP 30,000 - PHP 35,000 a month",middle_level
66,66,Assistant Restaurant Manager,Popeyes Philippines,Quezon City,The Assistant Restaurant Manager assist in all managing aspects of a restaurant's operation in order to ensure that Popeyes Louisiana Kitchen Philippines Inc.…,https://ph.indeed.com/company/Popeyes-Philippines/jobs/Assistant-Restaurant-Manager-c90487cd156512a8?fccid=4da358b339819494&vjs=3,"PHP 25,000 - PHP 28,000 a month",junior_level
67,67, OPERATIONS MANAGER (Food & Bev Industry),Career Purveyors Co.,Alabang,"Day-to-day management of the restaurant operations, including administrative oversight of the brewery, commissary and logistic operations.",https://ph.indeed.com/company/Career-Purveyors-Co./jobs/Operation-Manager-6dba3f4425581e90?fccid=b7032157fd4e9a05&vjs=3,"PHP 25,000 - PHP 35,000 a month",middle_level
69,69, SHIFT MANAGER (KENNY ROGERS ROASTERS MATALINO QUEZON CITY),Kenny Rogers Roasters,Quezon City,"Ensure that proper shift endorsement is accomplished at all times for each incoming shift manager Implements the following shift activities/reports, depending…",https://ph.indeed.com/company/Kenny-Rogers-Roasters/jobs/Shift-Manager-4b2d1dec64f345ef?fccid=cf58b7f49cb347ad&vjs=3,"PHP 17,000 - PHP 18,000 a month",middle_level
70,70, Restaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month",middle_level
72,72, ASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month",junior_level
73,73, Food and Beverage Manager,Golden Pyramid Management Solutions Inc.,Makati,"Hire, train and manage, supervise, develop, discipline and counsel all food and beverage management team members according to company policies and procedures.","https://ph.indeed.com/company/GOLDEN-PYRAMID-SKILLS-DEVELOPMENT-AND-MANPOWER-RESOURCES,-INC./jobs/Food-Beverage-Manager-e3252ef49e92eb10?fccid=7d4f76893d11c2e1&vjs=3","PHP 25,000 - PHP 50,000 a month",middle_level
74,74,Customer Experience Manager (Permanent WFH),Penbrothers International Inc.,Remote,Contribute in developing and improving our overall customer experience.Define and put in place better processes to improve the customer journey experience.,https://ph.indeed.com/company/Penbrothers-International-Inc./jobs/Customer-Experience-Manager-15382ac3c647d6c1?fccid=f073b02fe5aaf1d9&vjs=3,"PHP 40,000 a month",middle_level
75,75, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3trOCrDaaQ7yruhn7X5tcRmXCpY8suxeKey05rjNReDaDHIUR7eo_Z_qpA2REqlmp08XxWDz8YfUD6fvCDxp3dd1e2zHZl8v6ViObLHJa-avQieUXZijbsdjIjDw4ltBdBaurBAElaS14j4TmwTM6QSLCI8wTMgwrggObcNJ-jSxaUGwcqgFq_fr2zEDUiYTOEzsr2Pij7EVvrTINAk6uviJDZg6gejsTCZSaJwVitnDvBp9R5LJJ9-bVpOOt_Mdl1j9b63fej65Xp_bTp6JueI3mOoQOTIoOZyJ9qkvRVYvk=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level
76,76,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq7wS9QieaIsxJdYX4zWUpWIOXsdBJ6E5Owo6yyb0vHJ_7RZ4ROn_eegCNHuDhXouZPO3pIyE2SM1sLD8n4e7TuiFN4BUvyNiJBCb0lVGDn79U0F0AdEAmxrJvHtYJc_KpUDa-_qm09OrLHCllulG42cFWBFqaxykVsCxnrM42PPtT0URtuARlTXOTRhu0dvOHazUNtdyDy2RlkS_YCTmPKdVjdOy9YEJy-FoKkSQpYJ_0CpL_9CM3kUlnktm5QPlKwfatxT8pPxjn0jYxUQ-QPS1NkJB9SiNq7&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month",middle_level
77,77, Business Development Manager,Counto,Remote,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8ezrgOxDCGOvPXmYvvsgCXNsPNSMO9UtD4ndrFMqK4j81AVWA0wrZmDyMRpbeoYHIcNVao1Nd8J6xqGX6UHAxWSxJsglpwC0hPTgUvVi9D58Ea3TPDxDakNQH0wTFPJAo_YjgrPUhjC0LGtiq2sEXHNnxZgtQCOhXXiY9w5mCQKwE6296CirL_B4U8QuN5x-NtlkuCuSuXyphtHDymqrwiuZU7RyY8t3BYw4foHKOeR_KJOCAenOSDouH0MHoZhHYkHnw6wWQvePYTX4TO6MSXcZitdFh8PNNgBUb2BX_Jiq0=&p=2&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month",senior_level
78,78,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kJ090Q2XjjEPd_sSl_8HNvklveFvCNM4u4vs6MrwEISqwa_4bZWrTcchKCKeiWBXvErG5XMQm55frtHBRAkSHU503UpvClOozFQoiJ21Np7HwdC8KDncCQu-tnuOM6Y6Jb_n31HVbHehkiMvjHuyGsfhsiMeyKc1qGej5fBLsc0k_TIXR0HA-kqzDIjjSY6UNmMGmlP1RtDkV4tk8qe6iI6I12Wnon31PAel6mralt4vjWZIuaw9XmtF5DAlecBAQkd11zISitzbADiUuw72UYSw0_gwsInulbqwIT27zMnE=&p=3&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level
79,79,Business Development Manager,Zengage,Pasay,Managing both our existing sales pipeline and developing new business opportunities.Take a lead role in the development of proposals and presentations for new…,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CFotHD-krhVRmL6z7Fkx8OwRSN61x6AZz56VJROuU-MXcJg0avP6I4o4w15NbLaHKw7a_6MNBusDESCh-G5WgC6CmM2auVjKfBpAaaVOqOVR7OdnW8EB0hSeO11iaBF9u_AGIuUdXeTQyiClpXpGmtc-9ey9wXSNyFELt7ZWWlHhcePBRpmNs_ZH0l6jJW6sGlpef3oBIkhrfRnhannfqOS5gZ7bvFBzyivUgPHsg22_QjRMe_SET9GwZL6J3SUxLFFXJcIWSSuNWoFn69il9QUAl0YeSW6hCiIAqHIb-i9zyxeT9DeW48gfu5VdfJmRxr5wbFtQ4eiwqxRPM44-cVPhLTSCf2-YbAuLE2Px65MDP4D6HZ6t92BogEes3956XJIlGlXJZIvSPcm5xGBlFi9vxTOKUfI2NukNYCWozYHDlzK0BrBRlpLlX4vzAGPU-ClCTyx_lcas0FdB0VdAUO2tgcrgQ29u2fHtqY0rjO6g==&p=4&fvj=1&vjs=3,"PHP 60,000 - PHP 80,000 a month",senior_level
80,80, Concession Sales Manager,Richprime Global Inc,Quezon City,"Job Purpose: Responsible for planning, implementing and directing the sales activities of the company in assigned territory to achieve sales objectives.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CENJk4o9GUurtIJdOl7KSv0iEgy0-Xt7T_29a-YielZtoINrID6B-j0nvPJJ7QfUi-pztEjolHFh44gUrUwv5Nq2xdUu_4PTF1aHISwbxJ7rrI_L7yl5QfDcGfdeSE2SWgSzn36oUWkgJ-6T2Jz4mh-SgmGfg35BxhlHMnW-M-m5t1yfJwjPyCbE71ZtTYezGQtVT13612uKIqa2StMpQ10SRydx5Ns3OTphnihA4A9rvTdpUX9Uui1eeQ0eV7vyRLcd2LNPMo4Nz8QyewyClhZLhJxofEPKWAyn7Tel7fpMIMYVXc-mrMy6_NXTdK8_smOMz7-3Msv-MF7ou_H7FfYIoDM-idDKLA-ztFPColNQugS4APCpm1Tc3rCX4oyZpIJkINTITXy76c7eeMr04YScY4cfZlYnoH-Ujj_UUhbLYcW0Nv0DnhtkyNm6-3dL8bBwBI5otZneE5gMxhAfEwJJW8XThdl2k=&p=5&fvj=1&vjs=3,"PHP 40,000 - PHP 50,000 a month",middle_level
83,83, Operations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month",middle_level
85,85,Area Manager,Making Fine Beverages Corp (Tiger Sugar-PH),Makati,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are complaint with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-c4f19a09a0e9a4ed?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 a month",middle_level
86,86, ASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month",junior_level
87,87,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month",middle_level
88,88, OPERATIONS MANAGER,Kings Group of Companies,Makati,"Shall oversee day to day operations of people (admin staff, sales agent) assigned in different locations.With very high problem solving skills.",https://ph.indeed.com/company/ZC-KINGS-MANPOWER-AND-JANITORIAL-SERVICES/jobs/Operation-Manager-226e760663ee60f8?fccid=e5f00a47d48ee91d&vjs=3,"PHP 50,000 - PHP 55,000 a month",middle_level
90,90,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7k6D0tDg9TWs-fmmtf__J-SMQ2o_2rm4LO_6gnTr3KQ2xR1Zb5aU2DGojT9r710RM9Gu8SuAnYmUtK_FpUFuQ-f4Lp71fdECtUV94gxc2mnLKq8VMovHIicua7hczpgLRCbM9JZxjtPNyEIT_Cg1_uZhaLY5vXd5xN9Mx0wmK8pzCqeQyCuD0-SLcLHgH8HFJY4ZtYp7EffgkFJzyrckQfFa4G2xyYad70jaibow_Y_yIcL3Qc_4gIKypX12zSGkPSQn3hmS-Pci_s0ofT7X5710FaLFy02vV0Ny5ojAPM7_E=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level
91,91, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tiIGCEEWoXwqURkt4o_2Dam-Im0iN0Q7C9kJ_ldDeySFtpYw6Wag-mBWZR3QPXJ7Y1JbTEqsilymSO5UuUnETqj-GL2KRDhAFrxhnHNvtvh--RI-Qun29BBlot8NEwZjbagzA2j81TlL0ErU7mN52wOCJQMefy9CO1fD7Fw5JP4M0dcNEN9ZZY_YOYG-72TVsNSCt6aSaz57PjHJZs17RfNobKtcxlQvLf4lBR3r_ZkAMegDSo2yF3GSJ5BjIEisAV15wcWFXxyC027MklsrNq_3BnVyiHeVhxgo_10YyerU=&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level
92,92, Operations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month",middle_level
93,93,Area Manager (Food and Beverages),Making Fine Beverages Corporation - TIGER SUGAR PH,Manila,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are compliant with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-faa1d09beb30176c?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 - PHP 28,000 a month",middle_level
94,94,Restaurant Manager,Landers Central,Alabang,"Monitors and analyzes sales and performance report.Responsible in achieving target sales and profitability of the restaurant.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Seafood-City/jobs/Restaurant-Manager-bc94ba58f93361c1?fccid=0780ae8b7adf26f3&vjs=3,"PHP 30,000 - PHP 35,000 a month",middle_level
95,95,Assistant Restaurant Manager,Popeyes Philippines,Quezon City,The Assistant Restaurant Manager assist in all managing aspects of a restaurant's operation in order to ensure that Popeyes Louisiana Kitchen Philippines Inc.…,https://ph.indeed.com/company/Popeyes-Philippines/jobs/Assistant-Restaurant-Manager-c90487cd156512a8?fccid=4da358b339819494&vjs=3,"PHP 25,000 - PHP 28,000 a month",junior_level
96,96, OPERATIONS MANAGER (Food & Bev Industry),Career Purveyors Co.,Alabang,"Day-to-day management of the restaurant operations, including administrative oversight of the brewery, commissary and logistic operations.",https://ph.indeed.com/company/Career-Purveyors-Co./jobs/Operation-Manager-6dba3f4425581e90?fccid=b7032157fd4e9a05&vjs=3,"PHP 25,000 - PHP 35,000 a month",middle_level
98,98, SHIFT MANAGER (KENNY ROGERS ROASTERS MATALINO QUEZON CITY),Kenny Rogers Roasters,Quezon City,"Ensure that proper shift endorsement is accomplished at all times for each incoming shift manager Implements the following shift activities/reports, depending…",https://ph.indeed.com/company/Kenny-Rogers-Roasters/jobs/Shift-Manager-4b2d1dec64f345ef?fccid=cf58b7f49cb347ad&vjs=3,"PHP 17,000 - PHP 18,000 a month",middle_level
99,99, Restaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month",middle_level
101,101, ASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month",junior_level
102,102, Food and Beverage Manager,Golden Pyramid Management Solutions Inc.,Makati,"Hire, train and manage, supervise, develop, discipline and counsel all food and beverage management team members according to company policies and procedures.","https://ph.indeed.com/company/GOLDEN-PYRAMID-SKILLS-DEVELOPMENT-AND-MANPOWER-RESOURCES,-INC./jobs/Food-Beverage-Manager-e3252ef49e92eb10?fccid=7d4f76893d11c2e1&vjs=3","PHP 25,000 - PHP 50,000 a month",middle_level
103,103,Customer Experience Manager (Permanent WFH),Penbrothers International Inc.,Remote,Contribute in developing and improving our overall customer experience.Define and put in place better processes to improve the customer journey experience.,https://ph.indeed.com/company/Penbrothers-International-Inc./jobs/Customer-Experience-Manager-15382ac3c647d6c1?fccid=f073b02fe5aaf1d9&vjs=3,"PHP 40,000 a month",middle_level
105,105,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7k3RhP4W2iMsCLff573q5RpON5pKZF9Vo1ToRhyrz-DrhWxGmAEgX72FDeKhOrA50_AKmUcvOwJWAL0g6DgoPZgbupc0qXZFaCToJKx1FqtpqQDo2hq7NEfXBDkhTqXhe_xG77knbOZmmnOXg1PzIM7eatjhaCWL77dTTi-ijuXaM0V1cWNa08NNNOApKWuJaThxqjhXtZYDri2ussv-DVcQR9MHpjDsS59h5UTfmhFht4eEAXCdc9yXkH2TbX8oE6nEjNeSnm78SyG9GfYn1-faJUQxvoMyFs2HR9czqNa2Y=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level
106,106, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tE58YGrTODUTNg0EytbqIDfsQ-0FVQvpCFbLF7O_P5k6ywfbir0y69ffZTFITRTnYZYM4vBPdR-bONBY4wIcID31Gm5PuyABETPjhg9oqKSoc4PqZ7Uyxfp7MFJsVGfkSU4juA0-EfvFhk7H_HVhvwcEaDA-tyfXZ9m-_G50fb5q38MBy_b2MMV6Q2duqKiAe8NftJ8QEk6nBzn2NdWVRONEpET2JRVd654xlcpM6HZvH2XpSX8swM1XgpbXZ2IGMAkhVaPD9ijtmL2K7xxSEjifMnDkE4FmBCrC_OVfZmVM=&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level
107,107, Operations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month",middle_level
